TYPE_PANIER,DATE_PANIER,LEAD_ID,VEHICULE_ID,AGENCE_LIVRAISON_COM,PRIX_VENTE_TTC_COM,TYPE_LIVRAISON_COM
Commande,2024-04-05 00:00:00.000,140972442985,100032199509,Grenoble,17699,En Agence
Commande,2024-05-02 00:00:00.000,1769153433069,100456782195,Les Ulis,13499,En Agence
Commande,2024-04-05 00:00:00.000,1740843721771,99921916688,Lille,26999,En Agence
Commande,2024-05-10 00:00:00.000,1768052704308,100972258673,Les Ulis,19999,En Agence
Commande,2024-02-21 00:00:00.000,1532748806831,98092432130,Cannes,21999,En Agence
Commande,2024-02-20 00:00:00.000,1751013946715,96296168265,Cannes,28699,En Agence
Commande,2024-04-26 00:00:00.000,1759227855682,99320239304,Bordeaux,24999,En Agence
Commande,2024-02-01 00:00:00.000,1106905216461,97306373725,Aix-en-Provence,37999,En Agence
Commande,2024-03-27 00:00:00.000,1758357201832,97749480961,Cannes,21899,En Agence
Commande,2024-01-25 00:00:00.000,1743032459102,98826251304,Lyon,19299,En Agence
Reprise,2024-05-06 12:05:24.000,1766597539157,,,,
Commande,2024-02-13 00:00:00.000,1685092236091,98475025836,Donzère,25999,En Agence
Commande,2024-03-15 00:00:00.000,579439649701,98002896805,Bordeaux,27535,En Agence
Reprise,2024-05-04 14:05:21.000,1729941036120,,,,
Reprise,2024-02-14 18:02:41.000,1703048576394,,,,
Commande,2024-04-08 00:00:00.000,1752879986385,98355233746,Brest,10999,A Domicile
Commande,2024-04-10 00:00:00.000,1761707675442,98023273810,Metz,17999,En Agence
Commande,2024-04-27 00:00:00.000,1767690611104,100616340319,Lille,20499,En Agence
Reprise,2024-02-15 12:02:50.000,1748911410290,,,,
Reprise,2024-03-08 17:03:59.000,1752682885173,,,,
Commande,2024-03-16 00:00:00.000,1745417309669,99454974531,Toulon,20399,En Agence
Commande,2024-03-29 00:00:00.000,1503919049666,99440772376,Strasbourg,10499,En Agence
Commande,2024-01-19 00:00:00.000,1744399941383,97441602940,Tours,19999,A Domicile
Commande,2024-03-25 00:00:00.000,1759326529785,98897385576,Lille,29999,En Agence
Commande,2024-03-26 00:00:00.000,1758271000926,99180440700,Cergy-Pontoise,12999,En Agence
Commande,2024-02-05 00:00:00.000,1743366765481,97797768288,Annecy,32392,A Domicile
Commande,2024-02-08 00:00:00.000,1748845833383,98413771324,Les Ulis,26399,A Domicile
Commande,2024-04-15 00:00:00.000,1764761756252,96897722152,Paris - Arcueil,21999,En Agence
Commande,2024-04-23 00:00:00.000,1764632701887,96727913777,Saint-Germain-en-Laye,13999,En Agence
Commande,2024-04-19 00:00:00.000,1765795549639,97974862986,Les Ulis,25499,A Domicile
Commande,2024-02-01 00:00:00.000,1747484649449,94684532415,Poitiers,18919,A Domicile
Reprise,2024-01-12 09:01:50.000,1740614140848,,,,
Commande,2024-04-10 00:00:00.000,1608971031734,98667681156,Les Ulis,20599,En Agence
Reprise,2024-05-18 16:05:48.000,1767328517900,,,,
Commande,2024-03-30 00:00:00.000,1761271113547,99536976539,Grenoble,14799,En Agence
Commande,2024-03-23 00:00:00.000,1505553779455,98987785380,Tours,10299,En Agence
Commande,2024-02-23 00:00:00.000,1752265094822,97793816384,Melun,27331,En Agence
Commande,2024-03-30 00:00:00.000,120118863062,99736424194,Metz,21339,En Agence
Commande,2024-02-07 00:00:00.000,1748832989695,97774797846,Les Ulis,20499,En Agence
Commande,2024-02-09 00:00:00.000,1730202479269,98057111988,Nantes,35499,En Agence
Commande,2024-02-28 00:00:00.000,1752586187022,97436169072,Lyon,23999,En Agence
Commande,2024-02-05 00:00:00.000,1748103245922,96881297051,Lyon,14499,En Agence
Commande,2024-03-30 00:00:00.000,1760416884798,99586251842,Saint-Germain-en-Laye,10599,En Agence
Commande,2024-03-29 00:00:00.000,656947601871,99448923178,Caen,33499,En Agence
Commande,2024-01-29 00:00:00.000,1746426033165,97469883753,Rennes,27599,En Agence
Commande,2024-02-02 00:00:00.000,1746851727324,96859685076,Grenoble,29599,En Agence
Reprise,2024-03-02 17:03:53.000,1749593360724,,,,
Reprise,2024-01-11 11:01:12.000,1543858596951,,,,
Commande,2024-02-27 00:00:00.000,1692566521525,98554804898,Cergy-Pontoise,14999,En Agence
Commande,2024-04-01 00:00:00.000,1761330762598,99915000856,Reims,25999,En Agence
Commande,2024-01-06 00:00:00.000,1484239061734,97063702120,Rennes,36199,En Agence
Reprise,2024-03-28 12:03:08.000,1757290681740,,,,
Commande,2024-02-17 00:00:00.000,1750544905109,97910768043,Grenoble,28999,En Agence
Commande,2024-01-18 00:00:00.000,1629017682259,97518418074,Les Ulis,12499,En Agence
Commande,2024-04-03 00:00:00.000,1538630968941,99214525872,Les Ulis,34399,En Agence
Commande,2024-04-12 00:00:00.000,1085547768778,98699790376,Dijon,32899,En Agence
Commande,2024-05-15 00:00:00.000,1770637373021,100395774677,Toulon,19999,En Agence
Commande,2024-04-26 00:00:00.000,1767196005619,100386265408,Toulon,33399,En Agence
Commande,2024-04-11 00:00:00.000,1763689431801,99595020129,Lille,17950,En Agence
Commande,2024-01-06 00:00:00.000,1741870352332,95677448295,Dijon,12799,A Domicile
Commande,2024-02-10 00:00:00.000,1749627445896,98016357978,Saint-Germain-en-Laye,28499,En Agence
Commande,2024-02-29 00:00:00.000,977790461428,98200492005,Cannes,30799,En Agence
Commande,2024-01-10 00:00:00.000,1591180918393,95348699281,Toulouse,19799,En Agence
Reprise,2024-04-23 17:04:12.000,1764974912074,,,,
Commande,2024-03-15 00:00:00.000,1753719642488,96916370199,Rouen,16499,En Agence
Commande,2024-04-06 00:00:00.000,1761400414906,99669118329,Bordeaux,35299,En Agence
Commande,2024-05-10 00:00:00.000,1770791003289,95616564274,Reims,24490,En Agence
Commande,2024-03-08 00:00:00.000,1755446995027,96712229658,Cannes,30699,En Agence
Commande,2024-03-19 00:00:00.000,1758214068809,99266024121,Toulouse,22499,En Agence
Commande,2024-05-21 00:00:00.000,1772611596063,101227403475,Cergy-Pontoise,10499,En Agence
Commande,2024-03-27 00:00:00.000,1760078256024,98547148084,Lille,18699,En Agence
Commande,2024-03-30 00:00:00.000,1760449488006,99228481033,Lyon,24699,En Agence
Commande,2024-01-13 00:00:00.000,1693307874016,95778592338,Tours,28299,A Domicile
Reprise,2024-04-25 16:04:43.000,1766274100514,,,,
Commande,2024-05-30 00:00:00.000,1760394531841,100980409475,Poitiers,24999,En Agence
Commande,2024-04-02 00:00:00.000,1760682526845,98616676895,Toulouse,24999,A Domicile
Reprise,2024-01-19 17:01:08.000,1725732875845,,,,
Commande,2024-05-17 00:00:00.000,1772393500361,101216288745,Donzère,17999,A Domicile
Commande,2024-02-21 00:00:00.000,1740787036648,98495773332,Les Ulis,18399,A Domicile
Commande,2024-05-21 00:00:00.000,1752862573308,100124328271,Toulon,15999,En Agence
Commande,2024-03-23 00:00:00.000,1759621687615,98340537603,Cergy-Pontoise,7999,En Agence
Commande,2024-01-15 00:00:00.000,1742832393962,97043942600,Brest,12899,En Agence
Commande,2024-02-22 00:00:00.000,1746858149168,93015964448,Avignon,26999,En Agence
Commande,2024-04-19 00:00:00.000,909299148725,98626433158,Cannes,14199,En Agence
Commande,2024-05-07 00:00:00.000,1755953950212,100846168236,Saint-Germain-en-Laye,38999,En Agence
Commande,2024-02-29 00:00:00.000,1752855904470,98114908584,Les Ulis,20499,En Agence
Commande,2024-02-28 00:00:00.000,1514961780915,98896150606,Dijon,27499,En Agence
Commande,2024-01-03 00:00:00.000,1636313885019,96901180068,Toulon,11499,A Domicile
Commande,2024-02-20 00:00:00.000,1751923008132,98201232987,Metz,16699,A Domicile
Commande,2024-04-02 00:00:00.000,1761431289156,98908006318,Metz,23999,A Domicile
Commande,2024-02-23 00:00:00.000,1752166544216,97737995740,Cergy-Pontoise,18499,En Agence
Reprise,2024-05-25 17:05:56.000,1716367110359,,,,
Commande,2024-01-13 00:00:00.000,1743736515499,97103344657,Grenoble,38099,En Agence
Reprise,2024-01-27 18:01:05.000,1740094465472,,,,
Commande,2024-03-22 00:00:00.000,1758342382192,99455839010,Saint-Germain-en-Laye,16999,En Agence
Reprise,2024-01-18 09:01:58.000,1743278465126,,,,
Reprise,2024-05-14 09:05:38.000,1769466003976,,,,
Commande,2024-01-13 00:00:00.000,1601918859046,97297358444,Lille,32699,En Agence
Reprise,2024-03-20 16:03:23.000,1647466034610,,,,
Commande,2024-02-24 00:00:00.000,1750510943434,98583085711,Les Ulis,26699,En Agence
Commande,2024-02-28 00:00:00.000,1752737470847,98320160598,Les Ulis,21999,En Agence
Commande,2024-04-11 00:00:00.000,1764050290035,99733583763,Montpellier,20299,A Domicile
Commande,2024-02-24 00:00:00.000,1752855533979,98365360500,Grenoble,20499,En Agence
Commande,2024-01-26 00:00:00.000,1743163489419,97119152273,Melun,18799,En Agence
Reprise,2024-03-11 17:03:25.000,1749584468940,,,,
Commande,2024-04-20 00:00:00.000,1756619228551,99938465286,Les Ulis,28499,En Agence
Commande,2024-01-02 00:00:00.000,1740507562937,95947412737,Metz,27799,En Agence
Commande,2024-05-28 00:00:00.000,1717640364429,100228436242,Bordeaux,22586,A Domicile
Commande,2024-04-06 00:00:00.000,1706067584056,98391541864,Lyon,17999,En Agence
Commande,2024-01-24 00:00:00.000,1676720744952,97412087157,Les Ulis,16299,En Agence
Commande,2024-01-31 00:00:00.000,1746287469531,96994667297,Lyon,26999,A Domicile
Commande,2024-05-15 00:00:00.000,1088986542743,100442333046,Saint-Germain-en-Laye,16999,En Agence
Commande,2024-01-31 00:00:00.000,1746895692256,96912047804,Les Ulis,15999,A Domicile
Commande,2024-01-08 00:00:00.000,1742042877641,95719807766,Caen,18499,En Agence
Commande,2024-01-26 00:00:00.000,1728295932583,97170033037,Cergy-Pontoise,10699,A Domicile
Commande,2024-01-13 00:00:00.000,1743104457853,97440861958,Melun,18899,A Domicile
Commande,2024-01-22 00:00:00.000,1486972173841,96606269232,Poitiers,15999,A Domicile
Reprise,2024-05-28 16:05:24.000,1772147617834,,,,
Commande,2024-01-16 00:00:00.000,1742593427267,96556129450,Bordeaux,10799,En Agence
Commande,2024-05-29 00:00:00.000,1685042960788,101356087349,Melun,30399,En Agence
Commande,2024-04-29 00:00:00.000,1767148706268,99553401640,Saint-Germain-en-Laye,10999,En Agence
Commande,2024-01-20 00:00:00.000,1744706213943,96952307826,Toulouse,22899,A Domicile
Commande,2024-04-19 00:00:00.000,1762865706811,98454772328,Melun,35999,En Agence
Commande,2024-03-28 00:00:00.000,1760871724249,99501532900,Toulouse,17499,En Agence
Commande,2024-02-15 00:00:00.000,1750234063160,98242357488,Melun,27699,En Agence
Commande,2024-02-05 00:00:00.000,1738108386718,98310527832,Melun,22399,En Agence
Commande,2024-05-27 00:00:00.000,1773801242664,100241650421,Saint-Germain-en-Laye,40999,A Domicile
Commande,2024-04-19 00:00:00.000,1749094803335,94769498351,Lyon,24499,A Domicile
Commande,2024-03-15 00:00:00.000,1754554358711,99151418905,Dijon,33499,En Agence
Commande,2024-03-12 00:00:00.000,1755804765836,97803943138,Saint-Germain-en-Laye,14999,A Domicile
Commande,2024-03-22 00:00:00.000,1754237712403,99322215256,Dijon,24799,En Agence
Commande,2024-03-04 00:00:00.000,53126927436,98671509563,Les Ulis,28999,En Agence
Commande,2024-05-21 00:00:00.000,1773321209825,100240909439,Aix-en-Provence,25699,En Agence
Commande,2024-05-03 00:00:00.000,97857787830,100679076795,Toulon,37399,En Agence
Commande,2024-02-26 00:00:00.000,1753091289752,98674967479,Cannes,25499,En Agence
Commande,2024-01-27 00:00:00.000,1743063950837,96360880693,Montpellier,26999,En Agence
Reprise,2024-03-04 12:03:25.000,1754298596424,,,,
Commande,2024-03-22 00:00:00.000,1759077559833,98814889580,Lyon,11999,En Agence
Commande,2024-03-17 00:00:00.000,1756519813466,99571185208,Toulouse,14729,En Agence
Reprise,2024-04-13 09:04:54.000,1749119996723,,,,
Reprise,2024-04-20 14:04:13.000,1764490433343,,,,
Reprise,2024-03-29 09:03:04.000,689692954918,,,,
Commande,2024-02-05 00:00:00.000,1739263330662,97508044326,Cergy-Pontoise,27999,A Domicile
Commande,2024-03-09 00:00:00.000,1754897433377,99097944704,Strasbourg,28899,En Agence
Commande,2024-02-29 00:00:00.000,1751382091272,98371905841,Avignon,17399,En Agence
Commande,2024-03-13 00:00:00.000,1755753885072,91400006203,Grenoble,30999,En Agence
Commande,2024-04-30 00:00:00.000,991529996666,100614117373,Toulouse,19999,En Agence
Reprise,2024-01-27 11:01:56.000,1744166038065,,,,
Commande,2024-03-22 00:00:00.000,1758918248703,98841194441,Montpellier,17499,En Agence
Reprise,2024-04-16 12:04:44.000,1756700613074,,,,
Commande,2024-02-06 00:00:00.000,1743904594916,97455681598,Aix-en-Provence,22999,En Agence
Commande,2024-04-18 00:00:00.000,1762753077547,99310977029,Toulouse,21299,En Agence
Reprise,2024-02-01 16:02:13.000,1745784095759,,,,
Commande,2024-02-08 00:00:00.000,1737143875148,97427647779,Lyon,13499,En Agence
Commande,2024-02-12 00:00:00.000,1749523584919,97405541816,Toulouse,22499,En Agence
Commande,2024-01-18 00:00:00.000,1744690653321,97386646775,Rennes,17199,En Agence
Commande,2024-05-10 00:00:00.000,1758010669250,100005400660,Melun,20499,En Agence
Commande,2024-01-18 00:00:00.000,1719717707466,96469805047,Cannes,15499,En Agence
Commande,2024-05-15 00:00:00.000,1771592004831,100973987631,Donzère,14799,En Agence
Commande,2024-02-13 00:00:00.000,1750294576690,97671307360,Cergy-Pontoise,23499,En Agence
Commande,2024-04-30 00:00:00.000,1764042262730,98548012563,Strasbourg,34499,En Agence
Commande,2024-02-10 00:00:00.000,1747418825548,98075266047,Lyon,13999,En Agence
Commande,2024-01-26 00:00:00.000,1745481528109,97737501752,Rouen,18299,En Agence
Reprise,2024-04-18 18:04:54.000,1747309530703,,,,
Commande,2024-02-02 00:00:00.000,1747905280231,97168551073,Melun,20699,En Agence
Commande,2024-03-02 00:00:00.000,1749964345712,96074614647,Clermont-Ferrand,26833,A Domicile
Reprise,2024-03-01 18:03:22.000,1751048155384,,,,
Commande,2024-03-13 00:00:00.000,1708639162087,98338808645,Tours,11766,En Agence
Commande,2024-03-19 00:00:00.000,1511747154005,98984944949,Paris - Arcueil,9999,En Agence
Commande,2024-05-20 00:00:00.000,1772232460273,100816899447,Avignon,26999,En Agence
Commande,2024-05-06 00:00:00.000,432485753018,100660058257,Toulouse,23599,En Agence
Commande,2024-03-23 00:00:00.000,1758498976388,97787765031,Paris - Arcueil,23999,En Agence
Commande,2024-02-06 00:00:00.000,1747594438282,98233959692,Dijon,25299,A Domicile
Commande,2024-03-01 00:00:00.000,1751512010116,98662864773,Toulon,17999,A Domicile
Commande,2024-04-12 00:00:00.000,1763318199819,98824522346,Melun,26599,En Agence
Reprise,2024-05-30 14:05:54.000,1765051233220,,,,
Reprise,2024-03-01 12:03:03.000,320772342770,,,,
Commande,2024-04-11 00:00:00.000,1762780246887,99550684706,Lille,19999,A Domicile
Reprise,2024-04-12 15:04:46.000,667921298297,,,,
Reprise,2024-04-25 13:04:28.000,1763631017720,,,,
Commande,2024-04-10 00:00:00.000,1754474826643,99155370809,Cergy-Pontoise,14999,En Agence
Commande,2024-03-28 00:00:00.000,1760561129294,99132153373,Cannes,18399,A Domicile
Commande,2024-03-01 00:00:00.000,1752306095826,94819885127,Nemours,12499,A Domicile
Commande,2024-01-12 00:00:00.000,1742511054768,97338606442,Metz,10799,A Domicile
Commande,2024-01-19 00:00:00.000,1744961482242,97804807617,Cannes,16399,A Domicile
Reprise,2024-04-13 19:04:27.000,1526097752399,,,,
Commande,2024-04-22 00:00:00.000,1764975900050,99729261368,Toulon,29999,En Agence
Commande,2024-03-30 00:00:00.000,1760908649852,99116345757,Donzère,10499,En Agence
Reprise,2024-01-16 19:01:46.000,1742815104382,,,,
Commande,2024-01-15 00:00:00.000,1703446236734,97119028776,Les Ulis,22299,En Agence
Commande,2024-02-28 00:00:00.000,1753262703588,98847492788,Les Ulis,21999,A Domicile
Commande,2024-03-07 00:00:00.000,1491431650511,98765614277,Toulouse,23299,A Domicile
Commande,2024-03-11 00:00:00.000,1756000755575,98946290388,Les Ulis,25999,En Agence
Reprise,2024-04-18 10:04:59.000,1524179596995,,,,
Commande,2024-04-09 00:00:00.000,1619932748951,99816326753,Montpellier,12499,En Agence
Reprise,2024-05-25 18:05:03.000,1772615671464,,,,
Commande,2024-04-08 00:00:00.000,1763084419998,99655533659,Saint-Germain-en-Laye,13999,En Agence
Reprise,2024-04-12 15:04:35.000,1554202705671,,,,
Commande,2024-04-12 00:00:00.000,1763384147217,99868318990,Aix-en-Provence,23799,En Agence
Commande,2024-05-13 00:00:00.000,1770983288118,100728599092,Saint-Germain-en-Laye,10999,En Agence
Commande,2024-04-10 00:00:00.000,1763548645221,99208598016,Metz,23499,En Agence
Commande,2024-03-01 00:00:00.000,1753654806563,94275386854,Les Ulis,10499,En Agence
Commande,2024-04-08 00:00:00.000,1651365328888,99163768605,Lille,16999,En Agence
Commande,2024-05-24 00:00:00.000,1773817173777,100707728099,Nemours,23399,En Agence
Reprise,2024-05-25 14:05:03.000,1500866574317,,,,
Commande,2024-01-10 00:00:00.000,1741532711534,95183954283,Strasbourg,9799,A Domicile
Commande,2024-01-23 00:00:00.000,1533014078387,96056954576,Avignon,14999,En Agence
Commande,2024-01-15 00:00:00.000,1743551763987,97589181855,Strasbourg,11999,En Agence
Reprise,2024-02-07 17:02:48.000,1746468639630,,,,
Reprise,2024-02-26 11:02:46.000,1513069312887,,,,
Commande,2024-02-09 00:00:00.000,1748960932587,98062051868,Les Ulis,25499,A Domicile
Commande,2024-03-22 00:00:00.000,1756569829751,99366180188,Reims,30999,En Agence
Commande,2024-05-10 00:00:00.000,1770706531341,100631283456,Strasbourg,11799,En Agence
Commande,2024-03-26 00:00:00.000,1554202705671,98203085442,Toulouse,23999,En Agence
Commande,2024-04-06 00:00:00.000,327398944796,99985147152,Lyon,35399,A Domicile
Commande,2024-04-03 00:00:00.000,1753795469646,99298380335,Lille,28732,En Agence
Reprise,2024-01-19 18:01:37.000,1744405869239,,,,
Commande,2024-05-02 00:00:00.000,1767542908692,100213369608,Bordeaux,14299,En Agence
Commande,2024-05-20 00:00:00.000,1661410698365,101231725870,Rouen,31399,En Agence
Reprise,2024-01-13 11:01:56.000,1741266205008,,,,
Reprise,2024-02-28 20:02:31.000,1748898937093,,,,
Commande,2024-03-05 00:00:00.000,1754533734712,98464034603,Strasbourg,29399,En Agence
Commande,2024-02-07 00:00:00.000,1748291208356,95253606591,Montpellier,14899,En Agence
Commande,2024-01-13 00:00:00.000,1743350340380,96328030491,Reims,11699,En Agence
Commande,2024-02-26 00:00:00.000,1752373031200,97876065386,Brest,18999,A Domicile
Commande,2024-01-23 00:00:00.000,1720834367340,97569298838,Rennes,19999,En Agence
Commande,2024-05-17 00:00:00.000,1772244068991,100934221597,Nantes,24999,A Domicile
Commande,2024-01-31 00:00:00.000,1086156115,96997260734,Cergy-Pontoise,35299,En Agence
Commande,2024-01-18 00:00:00.000,1744683860986,95663987122,Rennes,15999,En Agence
