ID_LEAD,DATE_CREATION,CODE_POSTAL,VILLE,YEAR_NAISSANCE,GENDER
1633187928955,2022-10-11 23:10:48.000,95000,BOISEMONT,1978,F
1633187928955,2022-10-11 23:10:48.000,95000,BOISEMONT,1978,F
1633187928955,2022-10-11 23:10:48.000,95000,BOISEMONT,1978,F
1633187928955,2022-10-11 23:10:48.000,95000,BOISEMONT,1978,F
1633187928955,2022-10-11 23:10:48.000,95000,BOISEMONT,1978,F
1690978597099,2023-05-16 19:13:08.000,76250,DEVILLE-LES-ROUEN,2001,F
1740922389360,2024-01-01 18:34:00.000,69150,Decines-charpieu,1958,H
1740922389360,2024-01-01 18:34:00.000,69150,Decines-charpieu,1958,H
1746284505603,2024-01-24 15:52:08.000,31300,Toulouse,1981,F
1746284505603,2024-01-24 15:52:08.000,31300,Toulouse,1981,F
1769341395503,2024-05-03 08:51:38.000,13200,ARLES,1941,F
1745346051900,2024-01-20 14:23:22.000,27350,NON REPONSE,2000,H
1748920302074,2024-02-06 10:47:12.000,95360,MONTMAGNY,1952,F
1748920302074,2024-02-06 10:47:12.000,95360,MONTMAGNY,1952,F
826974319567,2018-04-21 14:16:28.000,44470,CARQUEFOU,1954,H
826974319567,2018-04-21 14:16:28.000,44470,CARQUEFOU,1954,H
1706086232103,2023-07-22 09:13:09.000,62290,NOEUX LES MINES,1967,H
1547429018718,2021-11-01 11:28:45.000,77330,ozoir la ferriere,1974,H
1531977568066,2021-09-02 13:09:41.000,38100,GRENOBLE,1965,F
1747085136654,2024-01-28 13:23:38.000,94320,NON REPONSE,1971,F
1766744871078,2024-04-22 10:32:02.000,75015,Paris,1988,F
1755991493300,2024-03-08 18:18:31.000,12850,Onet le Chateau,1977,F
1738824051833,2023-12-19 20:52:07.000,57070,METZ,1969,F
1738824051833,2023-12-19 20:52:07.000,57070,METZ,1969,F
1749744274058,2024-02-10 09:32:55.000,38560,champ sur drac,1994,F
1768652776231,2024-04-30 08:25:10.000,33520,bruges,1945,F
1756148210993,2024-03-09 13:51:11.000,69100,VILLEURBANNE,1986,H
1756148210993,2024-03-09 13:51:11.000,69100,VILLEURBANNE,1986,H
1713163721676,2023-08-23 09:13:14.000,95000,CERGY,1973,H
1713163721676,2023-08-23 09:13:14.000,95000,CERGY,1973,H
1713163721676,2023-08-23 09:13:14.000,95000,CERGY,1973,H
1752191367113,2024-02-21 11:43:55.000,13016,MARSEILLE,1964,H
1759993907573,2024-03-25 07:22:30.000,64100,Bayonne,1942,H
1759993907573,2024-03-25 07:22:30.000,64100,Bayonne,1942,H
1737820515211,2023-12-13 21:31:46.000,63100,Clermont-Ferrand,1967,H
1737820515211,2023-12-13 21:31:46.000,63100,Clermont-Ferrand,1967,H
1773618220110,2024-05-22 13:20:50.000,38270,MARCOLLIN,1966,H
1763831576848,2024-04-10 10:15:50.000,91080,COURCOURONNES,1958,H
1763831576848,2024-04-10 10:15:50.000,91080,COURCOURONNES,1958,H
1074654592396,2020-08-14 13:47:56.000,78510,TRIEL-SUR-SEINE,1950,H
1074654592396,2020-08-14 13:47:56.000,78510,TRIEL-SUR-SEINE,1950,H
1605940291857,2022-06-21 10:57:57.000,93300,AUBERVILLIERS,2001,H
1755726715732,2024-03-07 15:00:37.000,38080,L'ISLE-D'ABEAU,1995,H
1769749429591,2024-05-05 06:44:26.000,35800,DINARD,1981,F
1770004080405,2024-05-06 10:27:08.000,56520,GUIDEL,1950,H
1749190760504,2024-02-07 15:25:02.000,60310,ROYE SUR MATZ,1971,F
1749190760504,2024-02-07 15:25:02.000,60310,ROYE SUR MATZ,1971,F
1742119816272,2024-01-06 14:03:22.000,78320,Le Mesnil-Saint-Denis,1972,H
826954930538,2018-04-21 13:20:50.000,35235,THORIGNE-FOUILLARD,1991,F
1506930277017,2021-05-16 21:52:58.000,92140,CLAMART,1982,F
965231434013,2019-06-20 07:10:38.000,72340,LA CHARTRE-SUR-LE-LOIR,1939,H
965231434013,2019-06-20 07:10:38.000,72340,LA CHARTRE-SUR-LE-LOIR,1939,H
1476852829661,2021-02-01 15:35:39.000,73660,SAINT-REMY-DE-MAURIENNE,1950,H
1080035603680,2020-09-07 14:42:48.000,58500,Clamecy,1994,H
1080035603680,2020-09-07 14:42:48.000,58500,Clamecy,1994,H
1756759027155,2024-03-12 08:55:04.000,70000,PUSEY,1956,H
1752155305989,2024-02-21 09:22:33.000,63160,FAYET LE CHATEAU,1965,H
1766093177409,2024-04-19 13:58:43.000,77166,EVRY GREGY SUR YERRE,2004,H
1747360781958,2024-01-29 18:00:08.000,26700,PIERRELATTE,1979,H
1744707201919,2024-01-17 15:46:28.000,29600,MORLAIX,2002,F
1745963166409,2024-01-23 10:09:50.000,95600,NON REPONSE,1976,F
1756258617311,2024-03-09 21:24:41.000,52800,NOGENT,1963,F
1735550146363,2023-12-02 10:24:57.000,34670,BAILLARGUES,1967,F
1745891785143,2024-01-22 20:43:26.000,69100,VILLEURBANNE,1987,F
1763298316802,2024-04-08 09:14:13.000,92230,GENNEVILLIERS,1951,H
826458472598,2018-04-19 20:27:22.000,34200,SETE,2004,H
1750510943434,2024-02-13 16:50:55.000,78220,VIROFLAY,1959,H
1743875079133,2024-01-14 07:30:07.000,44380,PORNICHET,1949,H
1743875079133,2024-01-14 07:30:07.000,44380,PORNICHET,1949,H
1754222151781,2024-02-29 19:41:25.000,29690,NON REPONSE,1947,H
124831755576,2012-06-15 13:05:10.000,87270,COUZEIX,1946,H
1757351689258,2024-03-14 16:12:59.000,34810,POMEROLS,1957,F
1757351689258,2024-03-14 16:12:59.000,34810,POMEROLS,1957,F
1747879098867,2024-02-01 11:21:44.000,34090,MONTPELLIER,1995,F
1723409156293,2023-10-06 15:42:32.000,33470,Gujan-Mestras,1964,H
1746433936973,2024-01-25 10:43:02.000,38600,FONTAINE,1952,F
1771880246829,2024-05-15 09:15:44.000,75015,Paris,1957,H
1771276346499,2024-05-12 20:09:16.000,93500,X,1965,H
1743785420311,2024-01-13 16:41:00.000,91550,dd,1961,H
1760642390320,2024-03-27 14:41:35.000,38230,TIGNIEU JAMEYZIEU,1990,H
1771755761853,2024-05-14 16:56:45.000,95580,NON REPONSE,1960,H
1756294060950,2024-03-10 08:06:50.000,13850,GREASQUE,1988,H
1756294060950,2024-03-10 08:06:50.000,13850,GREASQUE,1988,H
1748918449619,2024-02-06 10:39:30.000,13127,vitrolles,1947,F
1625022060321,2022-09-08 09:32:25.000,37270,MONTLOUIS SUR LOIRE,1998,H
1088085755625,2020-10-11 21:58:11.000,54380,LANDREMONT,1956,H
1088085755625,2020-10-11 21:58:11.000,54380,LANDREMONT,1956,H
1511929559074,2021-06-06 10:19:24.000,13340,rognac,1950,H
1511929559074,2021-06-06 10:19:24.000,13340,rognac,1950,H
1746074313709,2024-01-23 17:27:52.000,74120,Praz-sur-Arly,1964,H
1756568965272,2024-03-11 12:28:28.000,95170,Deuil-la-Barre,1959,H
1766329674164,2024-04-20 13:06:14.000,06600,ANTIBES,1948,H
1766329674164,2024-04-20 13:06:14.000,06600,ANTIBES,1948,H
1591612910899,2022-04-23 13:39:10.000,13290,AIX-EN-PROVENCE,1989,F
1063804763461,2020-07-02 11:20:03.000,77100,Meaux,1981,H
1063804763461,2020-07-02 11:20:03.000,77100,Meaux,1981,H
1502067706139,2021-04-27 15:04:45.000,30200,ST GERVAIS,1964,F
1502067706139,2021-04-27 15:04:45.000,30200,ST GERVAIS,1964,F
1748037298524,2024-02-02 07:39:44.000,93500,Pantin,1970,H
1762846564776,2024-04-06 08:26:46.000,31220,CAZERES,2000,F
1762846564776,2024-04-06 08:26:46.000,31220,CAZERES,2000,F
1758335095869,2024-03-18 16:17:39.000,53400,LIVRE LA TOUCHE,1954,F
1758335095869,2024-03-18 16:17:39.000,53400,LIVRE LA TOUCHE,1954,F
1766273236035,2024-04-20 09:47:54.000,57300,AY SUR MOSELLE,1967,H
1744967533595,2024-01-18 17:52:13.000,13770,VENELLES,1993,H
1725922320243,2023-10-17 07:43:05.000,35235,THORIGNE FOUILLARD,1959,H
1725922320243,2023-10-17 07:43:05.000,35235,THORIGNE FOUILLARD,1959,H
1747231110108,2024-01-29 09:15:01.000,91220,BRETIGNY SUR ORGE,1980,F
868777066091,2018-08-19 07:11:37.000,06110,LE CANNET,1985,H
1752221129890,2024-02-21 13:54:36.000,37380,MONNAIE,1959,H
1743522618695,2024-01-12 14:37:19.000,33110,le bouscat,1954,H
1743522618695,2024-01-12 14:37:19.000,33110,le bouscat,1954,H
1749133457896,2024-02-07 11:06:00.000,21800,QUETIGNY,1966,H
1749133457896,2024-02-07 11:06:00.000,21800,QUETIGNY,1966,H
1748618351909,2024-02-04 22:22:19.000,35700,RENNES,1992,H
1755234703684,2024-03-05 12:19:00.000,31470,fonsorbes,1987,H
684725041099,2017-05-02 13:33:09.000,06270,NON REPONSE,1980,F
1652778875550,2022-12-29 15:13:45.000,31330,grenade,1977,H
1744233343930,2024-01-15 15:20:23.000,94290,VILLENEUVE LE ROI,1988,F
1744233343930,2024-01-15 15:20:23.000,94290,VILLENEUVE LE ROI,1988,F
1728824129252,2023-10-31 15:07:06.000,34500,BEZIERS,1985,H
1774497271756,2024-05-26 07:30:57.000,74000,NON REPONSE,1984,F
1708694982731,2023-08-02 14:21:13.000,77390,ARGENTIERES,1984,H
1708694982731,2023-08-02 14:21:13.000,77390,ARGENTIERES,1984,H
1493369812429,2021-03-26 12:51:03.000,21000,Dijon,1991,H
1493369812429,2021-03-26 12:51:03.000,21000,Dijon,1991,H
1736727443264,2023-12-07 20:50:58.000,83870,SIGNES,1987,H
1755258168114,2024-03-05 13:48:29.000,75019,PARIS,1956,H
1604577625959,2022-06-15 12:28:18.000,13090,Aix en Provence,1987,H
1754556952148,2024-03-02 11:35:16.000,13100,AIX EN PROVENCE,1986,H
1754556952148,2024-03-02 11:35:16.000,13100,AIX EN PROVENCE,1986,H
1768500380933,2024-04-29 14:33:08.000,85490,BENET,1962,H
1768500380933,2024-04-29 14:33:08.000,85490,BENET,1962,H
1770665283343,2024-05-09 14:36:08.000,75013,PARIS-13E-ARRONDISSEMENT,1950,H
1769858847933,2024-05-05 16:04:28.000,38120,SAINT-EGREVE,1988,F
1762005056218,2024-04-02 16:53:54.000,33680,LE PORGE,1987,H
1769903677344,2024-05-05 19:48:15.000,57250,MOYEUVRE-GRANDE,1956,H
1770872264315,2024-05-10 16:23:39.000,92150,SURESNES,1996,F
1763084419998,2024-04-07 09:40:42.000,92400,COURBEVOIE,1959,H
1763084419998,2024-04-07 09:40:42.000,92400,COURBEVOIE,1959,H
1758788576853,2024-03-20 14:35:41.000,67290,WIMMENAU,1991,F
1758788576853,2024-03-20 14:35:41.000,67290,WIMMENAU,1991,F
1743826668309,2024-01-13 20:07:07.000,35410,OSE,1986,F
1743826668309,2024-01-13 20:07:07.000,35410,OSE,1986,F
1766961237822,2024-04-23 08:11:14.000,37270,MONTLOUIS-SUR-LOIRE,1954,F
1762850640177,2024-04-06 08:46:11.000,54200,Toul,1977,H
1769447973414,2024-05-03 16:14:28.000,59880,SAINT SAULVE,1968,F
1750167127786,2024-02-12 09:45:09.000,29830,plourin,1979,H
1750167127786,2024-02-12 09:45:09.000,29830,plourin,1979,H
1743920526029,2024-01-14 10:58:15.000,69006,lyon,1974,H
1052790189528,2020-05-26 09:47:08.000,42650,SAINT-JEAN-BONNEFONDS,1948,H
1052790189528,2020-05-26 09:47:08.000,42650,SAINT-JEAN-BONNEFONDS,1948,H
1056256256330,2020-06-05 19:02:43.000,35470,LA NOE-BLANCHE,1986,F
1056256256330,2020-06-05 19:02:43.000,35470,LA NOE-BLANCHE,1986,F
1671448411028,2023-03-03 13:14:03.000,35000,RENNES,1991,H
1697722891766,2023-06-15 19:25:35.000,01360,NON REPONSE,2000,H
1751039387097,2024-02-16 07:51:12.000,06100,NICE,1982,H
1746054430692,2024-01-23 16:14:57.000,78220,VIROFLAY,1968,H
1746054430692,2024-01-23 16:14:57.000,78220,VIROFLAY,1968,H
400136331353,2014-09-06 07:46:07.000,22000,ST BRIEUC,1947,H
400136331353,2014-09-06 07:46:07.000,22000,ST BRIEUC,1947,H
1500080268918,2021-04-19 17:53:40.000,91700,Sainte Geneviève des Bois,1959,H
1674417278908,2023-03-13 13:28:31.000,67800,HOENHEIM,1978,H
1748156720123,2024-02-02 16:51:19.000,74300,CLUSES,1952,H
1748156720123,2024-02-02 16:51:19.000,74300,CLUSES,1952,H
1756154262346,2024-03-09 14:07:56.000,39290,offlanges,1951,H
1740135589973,2023-12-28 11:50:22.000,83600,Fréjus,1953,F
1740135589973,2023-12-28 11:50:22.000,83600,Fréjus,1953,F
1740160289373,2023-12-28 13:43:47.000,95320,SAINT-LEU-LA-FORET,1973,H
650787818505,2017-01-20 17:24:18.000,69700,montagny,1987,H
650787818505,2017-01-20 17:24:18.000,69700,montagny,1987,H
1709097706448,2023-08-04 08:18:33.000,14700,ST PIERRE CANIVET,1959,H
1743532498455,2024-01-12 15:14:58.000,13013,MARSEILLE,1965,F
1747705956073,2024-01-31 13:33:25.000,06800,CAGNES SUR MER,1965,F
1549252451923,2021-11-08 18:49:18.000,74960,Cran gevrier,1969,F
1549252451923,2021-11-08 18:49:18.000,74960,Cran gevrier,1969,F
1753437575340,2024-02-26 16:23:14.000,68470,NON REPONSE,1963,H
1744053161807,2024-01-14 19:19:59.000,78190,TRAPPES,1976,H
1751914239845,2024-02-20 09:03:33.000,33440,X,1969,H
1108720869355,2021-01-10 12:05:03.000,92800,puteaux,1984,H
1756729634869,2024-03-12 03:12:23.000,69100,Villeurbanne,1989,H
768030436437,2017-11-28 21:21:39.000,95580,ANDILLY,1960,H
1765478656337,2024-04-17 07:33:36.000,92350,LE PLESSIS ROBINSON,1979,H
1765478656337,2024-04-17 07:33:36.000,92350,LE PLESSIS ROBINSON,1979,H
1728588620473,2023-10-30 12:33:12.000,77280,NON REPONSE,1950,H
1757736876401,2024-03-16 10:36:04.000,67300,SCHILTIGHEIM,1964,F
1762100889890,2024-04-03 06:54:36.000,34830,Clapiers,1954,F
1762100889890,2024-04-03 06:54:36.000,34830,Clapiers,1954,F
1772143912924,2024-05-16 08:59:11.000,51370,les mesneux,1952,H
1772143912924,2024-05-16 08:59:11.000,51370,les mesneux,1952,H
1772675691006,2024-05-18 13:13:21.000,95490,VAUREAL,1971,H
1772675691006,2024-05-18 13:13:21.000,95490,VAUREAL,1971,H
1760255474219,2024-03-25 21:25:56.000,92140,CLAMART,2002,F
1742797197317,2024-01-09 12:02:38.000,31830,PLAISANCE DU TOUCH,1986,F
1742797197317,2024-01-09 12:02:38.000,31830,PLAISANCE DU TOUCH,1986,F
1484239061734,2021-02-24 15:42:04.000,35140,SAINT-OUEN-DES-ALLEUX,1977,H
1484239061734,2021-02-24 15:42:04.000,35140,SAINT-OUEN-DES-ALLEUX,1977,H
1756647138873,2024-03-11 16:48:23.000,21700,BONCOURT LE BOIS,1974,H
1768657345620,2024-04-30 08:46:35.000,78600,MAISONS LAFFITTE,1959,F
1769982591927,2024-05-06 09:20:44.000,77500,Chelles,1991,F
1751344795178,2024-02-17 14:49:51.000,94000,Créteil,1966,H
1750168980241,2024-02-12 09:51:00.000,73460,SAINTE-HELENE-SUR-ISERE,1980,H
1738908029793,2023-12-20 12:43:46.000,33000,BORDEAUX,1951,F
1770022604955,2024-05-06 11:47:23.000,94000,CRETEIL,1984,H
895599009030,2018-10-29 17:40:27.000,71000,macon,1949,H
895599009030,2018-10-29 17:40:27.000,71000,macon,1949,H
1769210365186,2024-05-02 15:27:45.000,83470,ST MAXIMIN LA STE BAUME,1946,H
1773371843595,2024-05-21 14:40:19.000,69340,FRANCHEVILLE,1981,F
1774308444843,2024-05-25 09:39:12.000,38420,le versoud,1983,F
1774308444843,2024-05-25 09:39:12.000,38420,le versoud,1983,F
1760261649069,2024-03-25 22:18:43.000,77390,YEBLES,1985,F
1760261649069,2024-03-25 22:18:43.000,77390,YEBLES,1985,F
1567796514449,2022-01-21 18:04:51.000,93600,AULNAY-SOUS-BOIS,1987,H
1775084870482,2024-05-28 12:51:01.000,51430,TINQUEUX,1950,H
1762379993110,2024-04-04 08:27:10.000,04220,NON REPONSE,1965,H
1751374804949,2024-02-17 16:37:11.000,21120,TIL CHATEL,1973,F
1764520196120,2024-04-13 07:23:01.000,17600,MEDIS,1943,H
1755940242045,2024-03-08 14:50:34.000,95490,VAUREAL,1955,H
1743910399275,2024-01-14 10:20:02.000,13800,ISTRES,1974,H
1743910399275,2024-01-14 10:20:02.000,13800,ISTRES,1974,H
1740120276345,2023-12-28 10:48:03.000,11100,NARBONNE,1968,F
1740120276345,2023-12-28 10:48:03.000,11100,NARBONNE,1968,F
1763605577338,2024-04-09 12:45:09.000,51100,reims,1968,H
1765051233220,2024-04-15 14:02:09.000,91310,Longpont Sur Orge,1954,H
1765051233220,2024-04-15 14:02:09.000,91310,Longpont Sur Orge,1954,H
1739898352236,2023-12-27 10:35:22.000,59000,Lille,1987,H
1743450372950,2024-01-12 09:40:39.000,13850,GREASQUE,1967,F
1743450372950,2024-01-12 09:40:39.000,13850,GREASQUE,1967,F
1533247364220,2021-09-07 14:32:15.000,92360,Meudon-la-Forêt,1965,F
1761253700470,2024-03-30 10:06:09.000,13008,marseille,1988,H
1673728165648,2023-03-11 08:51:00.000,06210,Mandelieu-la-Napoule,1978,H
1063223092591,2020-06-30 12:20:28.000,35200,rennes,1953,F
1063223092591,2020-06-30 12:20:28.000,35200,rennes,1953,F
1751130404386,2024-02-16 15:01:00.000,13490,JOUQUES,1991,H
1751130404386,2024-02-16 15:01:00.000,13490,JOUQUES,1991,H
1744630016294,2024-01-17 10:48:43.000,83130,LA GARDE,1957,F
1744630016294,2024-01-17 10:48:43.000,83130,LA GARDE,1957,F
1016007843048,2020-01-05 09:55:08.000,40530,labenne,1963,H
1755258044617,2024-03-05 13:48:25.000,31220,palaminy,1971,H
1757583616624,2024-03-15 15:51:43.000,78150,X,1960,F
1486972173841,2021-03-05 19:55:22.000,79000,Niort,1986,H
652688807826,2017-01-25 17:43:07.000,34920,le cres,1953,H
652688807826,2017-01-25 17:43:07.000,34920,le cres,1953,H
1763813052298,2024-04-10 09:18:45.000,34400,LUNEL,1982,F
1729876323692,2023-11-05 22:22:10.000,13800,Istres,1957,H
1729876323692,2023-11-05 22:22:10.000,13800,Istres,1957,H
1542983126718,2021-10-14 12:47:54.000,95560,Montsoult,1980,H
1748982668059,2024-02-06 15:08:50.000,92160,ANTONY,1965,H
1748982668059,2024-02-06 15:08:50.000,92160,ANTONY,1965,H
1760015519548,2024-03-25 08:57:16.000,75019,Paris,1994,H
1738997194627,2023-12-20 20:43:59.000,32330,Lagraulet du Gers,1977,H
1740202525347,2023-12-28 16:27:07.000,51400,a,1983,H
1113144902386,2021-01-25 14:04:14.000,73130,SAINT-AVRE,1962,H
1757507295478,2024-03-15 11:02:39.000,37320,LOUANS,1953,F
1725712992828,2023-10-16 10:19:10.000,17320,NON REPONSE,1986,H
1766780067723,2024-04-22 12:42:47.000,38450,VIF,1948,H
1766780067723,2024-04-22 12:42:47.000,38450,VIF,1948,H
1748342459611,2024-02-03 14:53:39.000,86100,Ouzilly,1998,H
1754639818635,2024-03-02 16:17:36.000,76480,ANNEVILLE-AMBOURVILLE,1954,H
1754639818635,2024-03-02 16:17:36.000,76480,ANNEVILLE-AMBOURVILLE,1954,H
1735244861779,2023-11-30 18:36:59.000,06000,NON REPONSE,1967,F
1741368584021,2024-01-03 14:43:16.000,40460,SANGUINET,1969,H
1737178701302,2023-12-10 12:47:20.000,77140,nonville,1964,F
1737178701302,2023-12-10 12:47:20.000,77140,nonville,1964,F
1763318940801,2024-04-08 10:10:27.000,84410,BEDOIN,1955,H
1746841600570,2024-01-27 10:32:54.000,38850,chirens,1994,F
1756700613074,2024-03-11 20:29:04.000,27500,PONT AUDEMER,1949,F
1756700613074,2024-03-11 20:29:04.000,27500,PONT AUDEMER,1949,F
1714182448429,2023-08-28 05:56:07.000,71760,Issy-l'Évêque,1975,H
1714182448429,2023-08-28 05:56:07.000,71760,Issy-l'Évêque,1975,H
1755815757069,2024-03-07 22:20:56.000,31470,ST LYS,1963,F
1755815757069,2024-03-07 22:20:56.000,31470,ST LYS,1963,F
1493383273602,2021-03-26 13:38:56.000,51100,Reims,1987,H
1733661877233,2023-11-23 11:50:13.000,94200,IVRY-SUR-SEINE,1982,F
1756539202495,2024-03-11 10:32:58.000,45220,DOUCHY MONTCORBON,1958,H
1752855904470,2024-02-24 09:24:46.000,94000,Creteil,1962,H
1758769681812,2024-03-20 13:33:26.000,76300,SOTTEVILLE-LES-ROUEN,1944,H
1755782289382,2024-03-07 18:46:42.000,94700,NON REPONSE,1996,F
1773608710841,2024-05-22 12:53:57.000,78300,POISSY,1991,H
667921298297,2017-03-12 14:48:14.000,48310,ALBARET LE COMTAL,1958,H
667921298297,2017-03-12 14:48:14.000,48310,ALBARET LE COMTAL,1958,H
140854256356,2012-06-15 12:56:52.000,80230,SAINT-VALERY-SUR-SOMME,1961,H
1763324498166,2024-04-08 10:35:11.000,74800,AMANCY,1978,F
1021258935488,2020-01-20 13:54:15.000,78480,VERNEUIL SUR SEINE,1967,H
1021258935488,2020-01-20 13:54:15.000,78480,VERNEUIL SUR SEINE,1967,H
1745709380074,2024-01-22 09:32:06.000,92240,MALAKOFF,1992,F
1524567624569,2021-07-31 13:17:54.000,33185,LE HAILLAN,1974,F
1524567624569,2021-07-31 13:17:54.000,33185,LE HAILLAN,1974,F
1758625560813,2024-03-19 19:43:00.000,78000,VERSAILLES,1983,F
1757299203033,2024-03-14 12:50:03.000,76730,LAMMERVILLE,1948,H
1757299203033,2024-03-14 12:50:03.000,76730,LAMMERVILLE,1948,H
1748756051064,2024-02-05 14:57:00.000,83000,TOULON,1961,F
1748756051064,2024-02-05 14:57:00.000,83000,TOULON,1961,F
1737888685555,2023-12-14 11:00:47.000,44430,LE LANDREAU,1991,F
1737888685555,2023-12-14 11:00:47.000,44430,LE LANDREAU,1991,F
1768702545522,2024-04-30 11:39:19.000,30360,Vezenobres,1955,H
1757795537476,2024-03-16 13:48:32.000,84270,vedene,1982,F
1669140499092,2023-02-23 17:29:04.000,87500,LE CHALARD,1991,F
1680424543479,2023-04-04 13:33:27.000,38100,GRENOBLE,1996,H
1769376468651,2024-05-03 11:31:43.000,92700,COLOMBES,1987,H
1745764583233,2024-01-22 12:57:53.000,76100,ROUEN,1963,F
1745764583233,2024-01-22 12:57:53.000,76100,ROUEN,1963,F
1767973048743,2024-04-27 09:20:57.000,13090,AIX EN PROVENCE,1966,H
1761252465500,2024-03-30 10:03:10.000,91160,longjumeau,1947,H
1774193839627,2024-05-24 17:26:51.000,67370,NON REPONSE,1984,F
1755661262322,2024-03-07 10:34:10.000,69100,VILLEURBANNE,1997,H
1766377220509,2024-04-20 15:47:01.000,79000,niort,1985,F
1754615983714,2024-03-02 15:03:25.000,33160,st medard en jalles,1978,H
